"code","group","desc"
"57601","C1960046","DISO","Mild persistent asthma"
"57602","C0948467","PROC","Thoracic outlet surgery"
"57603","C2221227","DISO","multiple erosions"
"57604","Other lab:1200154659","Other lab","rdw-cv4"
"57605","C2920966","CHEM","beef liver extract"
"57606","C0919835","PROC","Transtubular potassium gradient"
"57607","C2223263","PROC","Simple mastectomy of right breast"
"57608","C2721558","DISO","Central osteophyte"
"57609","C2712987","DISO","Temporal sclerosis"
"57610","C2229579","PROC","serum antigen"
"57611","C2733326","DISO","Stemmer sign"
"57612","C0558975","DISO","History of sexually transmitted disease"
"57613","C2116338","DISO","tingling of upper arms"
"57614","C2126379","DISO","brown skin rash"
"57615","C1690580","DISO","Allergic reaction to food"
"57616","C1865974","DISO","Hypomagnesemia 1, Intestinal"
"57617","C2066499","PROC","aortic dissection repair"
"57618","C0878807","DISO","Encounter due to screening for hyperlipidemia"
"57619","C2700143","PROC","Vacuolated Neutrophil Count"
"57620","C2038642","DISO","swelling in right groin"
"57621","C0701028","CHEM","Permax"
"57622","C0875999","CHEM","Cortic"
"57623","C1964322","CHEM","CHLORELLA CAP/TAB"
"57624","C0406479","DISO","Steroid acne"
"57625","C1652565","CHEM","Dulcolax Laxative"
"57626","C1452652","CHEM","Spou"
"57627","C1572522","CHEM","DETACHOL LIQUID,TOP"
"57628","C2921022","DISO","Transfusion associated circulatory overload"
"57629","C2945666","DISO","Assessment of active right ankle joint movement"
"57630","C0333511","DISO","Bridging necrosis"
"57631","C1839167","DISO","Intermittent thrombocytopenia"
"57632","C2702624","DISO","misplacing items"
"57633","C1868159","DISO","Hypoplastic ribs"
"57634","C0741830","DISO","buttock hematoma"
"57635","C0157725","DISO","Other specified pruritic conditions"
"57636","C2697876","PROC","Lactate Dehydrogenase Isoenzyme 5 Measurement"
"57637","C2097270","PROC","Cocaine level"
"57638","C1834293","DISO","Duodenal carcinoid"
"57639","C2719785","CHEM","METFORMIN HCL 1000MG SA TAB"
"57640","C0857354","DISO","Hypertension not adequately controlled"
"57641","Other lab:1400595842","Other lab","a ig %"
"57642","C0974939","CHEM","BETA-D-GALACTOSE 125MG/MALTODEXTRIN CAP"
"57643","C2370023","CHEM","Galantamine Hydrobromide ER"
"57644","C2186417","DISO","reported trauma to left lower leg"
"57645","C2231188","DISO","fracture of left hip"
"57646","C2215616","DISO","elated affect"
"57647","C2171808","DISO","Ulcer of left ankle"
"57648","C0749474","DISO","solitary thyroid nodule"
"57649","Other lab:1200107956","Other lab","immature granulocytes abs"
"57650","C2921138","DISO","Visuospatial deficit"
"57651","C0149389","CHEM","ZINC PICOLINATE"
"57652","C1562808","DISO","Histo spot"
"57653","C0854725","DISO","Cyanopsia"
"57654","C1866557","DISO","Usually asymptomatic"
"57655","C2874299","DISO","Other disorders of iron metabolism"
"57656","C3179344","PHEN","Sound Waves"
"57657","C2128643","DISO","uses technique for pain control"
"57658","C1949641","CHEM","Sinemet 10-100"
"57659","C2020036","CHEM","sterile solutions water 30cc"
"57660","C1834995","DISO","Mandibular cyst"
"57661","C1850959","DISO","Corneal dystrophy, Fuchs' endothelial, 1"
"57662","C2063075","DISO","Pneumonia acinetobacter"
"57663","C1835687","DISO","Tight heel cords"
"57664","C1997717","DISO","History of cerebral hemorrhage"
"57665","C2733598","DISO","Disorder of lumbar disc"
"57666","C1318520","DISO","Necrotizing vasculitis"
"57667","C1961929","CHEM","Blue Gel"
"57668","C1170547","CHEM","Prevacid SoluTab"
"57669","C1453915","CHEM","cyclic citrullinated peptide"
"57670","Other lab:1000134042","Other lab","vitamin b12(..7/19)*ia"
"57671","C2105245","DISO","Hip arthropathy"
"57672","C1875134","CHEM","ESTROVEN"
"57673","C2183263","DISO","diagnostic service sources renal lab (biopsies)"
"57674","C2881415","DISO","Glare sensitivity"
"57675","C1165801","CHEM","saccharomyces cerevisiae allergenic extract"
"57676","C0867913","DISO","Accident caused by cyclone"
"57677","Other lab:1000139522","Other lab","glucose"
"57678","C2152497","PROC","weightbearing as tolerated"
"57679","C1699732","DISO","Involuntary bowel movement"
"57680","C2186380","DISO","reported history of elbow replacement"
"57681","C2188708","PROC","IgG level"
"57682","C1313895","DISO","Encounter due to single live birth"
"57683","C0241601","DISO","UTERINE TENDERNESS"
"57684","C0397834","PROC","Reconstruction of carotid artery"
"57685","C2122242","PROC","MRI of right shoulder"
"57686","C2919885","PROC","Participation in leisure activity"
"57687","C2159430","DISO","pustules on face"
"57688","C0343212","DISO","Calcification of ligament"
"57689","C1576821","CHEM","MICAFUNGIN SODIUM"
"57690","C2957175","DISO","type 2 diabetes with renal manifestations"
"57691","C2087100","DISO","lesions on left temple"
"57692","C2172646","DISO","Ulcer of right ankle"
"57693","C0940533","DISO","Congested colonic mucosa"
"57694","C2945698","DISO","panic symptoms"
"57695","C1971019","DISO","Sodium deficiency (disorder)"
"57696","C2740655","CHEM","plum allergenic extract"
"57697","C2208701","PROC","serum perinuclear antineutrophilic cytoplasmic antibody test"
"57698","C2242863","DISO","History of work-related stress"
"57699","C0722905","CHEM","Psorcon"
"57700","C1839796","DISO","Marfanoid habitus"
"57701","C2348956","DISO","Heterogeneous Echotexture"
"57702","C2041039","PROC","type of stress test"
"57703","C3146256","DISO","Stage II Rectal Cancer AJCC v7"
"57704","C0743032","DISO","DELUSIONAL DISORDER PERSECUTORY"
"57705","C1334278","DISO","Invasive Lesion"
"57706","C0339104","DISO","Moll's gland cyst"
"57707","C2032409","DISO","pain in right breast"
"57708","C2930296","CHEM","Pilopine"
"57709","C2913775","DISO","ASPIRIN/IBUPROFEN"
"57710","C0721418","CHEM","Lonox"
"57711","C3257493","CHEM","Nyquil Multi-Symptom"
"57712","C0431705","DISO","Other specified cystic kidney disease"
"57713","C2749696","DISO","Clenched fists"
"57714","C2917444","CHEM","Vitamin D Analog [EPC]"
"57715","C1718929","CHEM","Antigen to protein S (substance)"
"57716","C2009176","DISO","functional independence measure for mobility"
"57717","C2709213","PROC","Estimated from"
"57718","C2459813","PROC","Bed Mobility Assessment"
"57719","C2924518","DISO","Power setting"
"57720","C2136441","DISO","receiving Medicaid"
"57721","C2169931","DISO","regurgitation of undigested food"
"57722","C1304892","PHEN","Blood calcium level result"
"57723","C2033396","DISO","Yellow papule"
"57724","C2875137","DISO","Other seizures"
"57725","C0718799","CHEM","Bacitracin/HC/Neomycin/Polymyxin"
"57726","C1588144","CHEM","Delone"
"57727","C0570646","DISO","Allergy to lidocaine"
"57728","C0260135","PROC","Periodic physical examination"
"57729","C2912232","CHEM","Hydrolatum"
"57730","C3256421","CHEM","Mango Juice"
"57731","C2350512","PHEN","Bacterial Processes"
"57732","C2010702","DISO","patient appears ill"
"57733","C2228269","DISO","erythema with swelling"
"57734","C2958708","PROC","structured group activities"
"57735","C2219769","DISO","numbness from waist down"
"57736","C1870111","CHEM","Cobalt dichloride"
"57737","C1266157","DISO","Intratubular malignant germ cells"
"57738","C1445938","DISO","Attending day hospital"
"57739","C2938905","DISO","Central Nervous System Sensitization"
"57740","C0070702","CHEM","phenylsaligenin cyclic phosphate"
"57741","C0078023","CHEM","vanadyl sulfate"
"57742","C2826565","DISO","Mild Chronic Inflammation"
"57743","C1868891","DISO","Chemo brain"
"57744","C1295176","PROC","Leptin measurement"
"57745","C2316624","DISO","Syncope due to orthostatic hypotension"
"57746","C2350796","CHEM","TRAUMEEL"
"57747","C0718518","CHEM","Anaprox-DS"
"57748","C1295687","DISO","Decreased vitamin B"
"57749","C2019591","PROC","backward lunges"
"57750","C0269188","DISO","Cyst of uterus"
"57751","C0718668","CHEM","Arthritis Pain Formula"
"57752","C2370269","CHEM","stevia extract"
"57753","C2931642","DISO","Launois-Bensaude Syndrome"
"57754","C3244313","DISO","Inactive Healthcare Coverage"
"57755","C2940238","CHEM","CALCIUM CITRATE 200MG/VIT D 250 UNIT TAB"
"57756","C2022317","PROC","blood profile"
"57757","C1619838","CHEM","Chlordiazepoxide / clidinium"
"57758","C1518720","DISO","Ovarian Lymphoma"
"57759","C2363963","PROC","Antifungal treatment"
"57760","C1861874","DISO","Severe atopic dermatitis"
"57761","C2218503","DISO","Right radial nerve palsy"
"57762","C0795671","CHEM","trisodium citrate"
"57763","C1305873","DISO","Mycotoxic facial eczema"
"57764","C2827970","PROC","Thin Smear Technique"
"57765","C2186265","DISO","reported family history of goiter"
"57766","Other lab:1200138665","Other lab","butalbital lcms"
"57767","C2163621","DISO","currently breastfeeding infant"
"57768","C1560453","DISO","Grade 3 Hemorrhoids, CTCAE"
"57769","C2177797","DISO","right knee was examined"
"57770","C2609294","DISO","High anion gap metabolic acidosis"
"57771","C1330515","CHEM","Robitussin Cough and Cold"
"57772","C2371924","PHYS","Responsivity"
"57773","C0404559","DISO","Perimenopausal disorder"
"57774","C1853193","DISO","Recurrent skin infections"
"57775","C0086959","PROC","Scaling, Supragingival"
"57776","C2726138","CHEM","BEET"
"57777","C2911574","DISO","Dependence on ventilator"
"57778","C2087170","DISO","lesions on both forearms"
"57779","C2202708","DISO","vomiting clear liquid"
"57780","C1828084","CHEM","Polycarbonate lens"
"57781","Other lab:1200136000","Other lab","ipf"
"57782","C1860137","DISO","Scalp alopecia"
"57783","C2712995","DISO","History of scuba diving"
"57784","Other lab:1200138568","Other lab","tapentadol lcms"
"57785","C0877848","DISO","Distorted hearing"
"57786","C0339652","DISO","Vertical gaze palsy"
"57787","C3257517","CHEM","Apple extract"
"57788","C2897054","DISO","minivan"
"57789","C2921402","DISO","Encounter for screening for traumatic brain injury"
"57790","C1951617","CHEM","Perforomist"
"57791","C1875671","CHEM","Polyethylene Glycol 400 / Propylene glycol"
"57792","C1961099","DISO","Precursor T-Cell Lymphoblastic Leukemia-Lymphoma"
"57793","C1962325","CHEM","Mucinex Nasal Spray"
"57794","C2827491","PHEN","Radiolucency"
"57795","C2230181","DISO","Brachycephalic"
"57796","Other lab:1200067721","Other lab","cd8 % (cd3+cd8+)"
"57797","C2014092","DISO","Mallampati class 2 oropharynx"
"57798","C2939415","DISO","Phacodonesis"
"57799","C3192374","CHEM","Nicotine Nasal Spray"
"57800","C1721300","CHEM","Pralatrexate"
"57801","C2221179","DISO","single papule"
"57802","C2936372","PROC","Atrio-Biventricular Pacing"
"57803","C0637448","CHEM","TL 1"
"57804","C1698259","DISO","HCV coinfection"
"57805","C2173698","DISO","ultrasound of kidney: large left kidney only"
"57806","C0795598","CHEM","dicalcium phosphate"
"57807","C2674163","DISO","Thrombotic episodes"
"57808","C0423502","DISO","Bulging tympanic membrane"
"57809","C1697642","DISO","Puncture site pain"
"57810","C2698885","PROC","Prolymphocyte Count"
"57811","C0521672","DISO","Cervical nerve root compression"
"57812","C2585388","PHYS","Level of agitation"
"57813","C1711120","DISO","pN1c Stage Finding"
"57814","C1969402","DISO","Mild facial asymmetry"
"57815","C1320934","DISO","Disordered proliferative endometrium"
"57816","C2203276","DISO","wine consumption"
"57817","C1516669","DISO","Clonal Evolution"
"57818","C2825023","CHEM","Interferon alpha [EPC]"
"57819","C2183679","DISO","diminished gag reflex"
"57820","C2088548","DISO","Right achilles tendonitis"
"57821","C0746316","DISO","lymph node infected"
"57822","C0542178","DISO","Varicella-like rash"
"57823","C2751808","DISO","Mild diastolic dysfunction"
"57824","C2022113","PROC","blood tissue plasminogen activator (lab test)"
"57825","C0876211","CHEM","Visine AC"
"57826","C2037948","PROC","surgical observation"
"57827","C1332550","DISO","Bilateral Mass"
"57828","C1959850","DISO","Tendinitis of foot"
"57829","C0158151","DISO","Effusion of upper arm joint"
"57830","C2317495","PROC","Administration of aspirin"
"57831","C2127443","DISO","left-sided facial pain"
"57832","C0729216","CHEM","Hexabrix"
"57833","C2127523","DISO","left hand atrophy"
"57834","C2364929","CHEM","Eucerin Plus"
"57835","C2173480","DISO","shape of ulcer"
"57836","C2230509","PROC","assessment of foot motion"
"57837","C1564640","CHEM","Velocef"
"57838","C2315697","DISO","Chronic systolic dysfunction of left ventricle"
"57839","C0748378","PROC","retinal surgery laser"
"57840","C1839867","DISO","Elevated serum protein"
"57841","C1528732","CHEM","sedatin"
"57842","C0850374","PHYS","feeling old"
"57843","C2237491","DISO","range of motion of both shoulders"
"57844","C0260846","DISO","request for expert evidence"
"57845","C2677632","DISO","Hemisacrum"
"57846","C1831566","DISO","History of procedures"
"57847","C2750511","DISO","Dysarthia"
"57848","C0680460","PROC","Crime Prevention"
"57849","C2350590","PHEN","Tropical Storm"
"57850","C2266650","PROC","dental crown procedure"
"57851","C0159050","DISO","Other abnormal heart sounds"
"57852","C0860245","DISO","Axial hiatal hernia"
"57853","Other lab:1400595484","Other lab","glucose, serum"
"57854","C1277331","PROC","Diabetic weight reducing diet"
"57855","C1719236","DISO","Sleep-cycle issues"
"57856","C1300643","DISO","Bilateral bronchopneumonia"
"57857","C2029682","DISO","head shape"
"57858","C2114320","DISO","preterm contractions"
"57859","C1844384","DISO","Recurrent fungal infections"
"57860","C0563192","DISO","Cobb angle"
"57861","C1959859","DISO","Acute lyme disease"
"57862","C1445427","CHEM","Cladosporium herbarum allergenic extract"
"57863","C0729389","PHEN","24 Hour urine volume result"
"57864","C1996958","DISO","Pale sclera"
"57865","C0949266","PROC","Therapies, Investigational"
"57866","C3163571","CHEM","Brilinta"
"57867","C0347744","DISO","Traumatic dislocation of joint of thumb"
"57868","C2032148","DISO","Pain of bilateral eyes"
"57869","C0560317","DISO","Injury of sinus"
"57870","C1531986","DISO","Suspected alcohol abuse"
"57871","C0475833","DISO","Tooth color"
"57872","C1859539","DISO","Progressive liver disease"
"57873","C1275402","DISO","Distant metastasis present"
"57874","C1861334","DISO","Carpal fusion"
"57875","C2186679","DISO","reported head trauma"
"57876","C2186556","DISO","reported trauma to right knee"
"57877","C2349960","DISO","left testicular swelling by history (symptom)"
"57878","C0271154","DISO","Aphakic glaucoma"
"57879","C1874337","CHEM","ASAFETIDA/MAGNESIA"
"57880","C1828015","DISO","Malignant neoplasm of skin of eyelid"
"57881","C2164132","DISO","daily caloric intake"
"57882","C3146262","DISO","Stage III Prostate Cancer AJCC v7"
"57883","C1330524","CHEM","Seasonale"
"57884","C1875224","CHEM","Gramicidin / Neomycin / Polymyxin B"
"57885","C1277626","DISO","patient in remission"
"57886","C2350009","DISO","History of recreational snowboarding"
"57887","C2349640","DISO","Pressure ulcer stage III"
"57888","C1561848","DISO","organic insomnia"
"57889","C0721359","CHEM","Lidex-E"
"57890","C2237372","DISO","external rotation of hip"
"57891","C0583390","DISO","Under care of neurologist"
"57892","C2039342","DISO","symptoms involving toenails of right foot"
"57893","C2347391","CHEM","PATANASE"
"57894","C2936691","CHEM","quinidine, verapamil drug combination"
"57895","C1955861","DISO","T-Cell Large Granular Lymphocyte Leukemia"
"57896","C1726029","CHEM","Advair HFA"
"57897","C0494973","DISO","Other disorders of muscle"
"57898","C2919109","DISO","minibus"
"57899","C2196464","DISO","extension of left hip"
"57900","C0700469","CHEM","Yocon"
"57901","C2608749","CHEM","LEPTOSPERMUM HONEY"
"57902","C2363731","DISO","Oropharyngeal pain"
"57903","C0885349","CHEM","Formica rufa homeopathic preparation"
"57904","C2188707","PROC","IgA level"
"57905","C0747596","DISO","PILONIDAL CYST DRAINAGE"
"57906","C2874808","DISO","Other psychoactive substance dependence"
"57907","C1950168","CHEM","Kali Phos"
"57908","C3203101","DISO","Tinea Unguium"
"57909","C2698830","PROC","Plasma Cell Labeling Index"
"57910","C2348259","CHEM","Dietary Cadmium"
"57911","C1698818","DISO","Photodamaged skin"
"57912","C1096370","DISO","Cardiac stress test normal"
"57913","C0398952","PROC","Gingiva operations"
"57914","C1853120","DISO","Noonan Syndrome 4"
"57915","C2051308","DISO","patent cervical os"
"57916","C1873987","CHEM","Acetaminophen / Meperidine"
"57917","C0749759","ACTI","ULTRASOUND REFUSED"
"57918","C2168705","DISO","soft lesion"
"57919","C1963062","DISO","Anus Pain, CTCAE 3"
"57920","C0850428","DISO","benign liver cyst"
"57921","C2364215","DISO","Unrealistic Expectation"
"57922","C2961731","CHEM","Overtime"
"57923","C0200070","PROC","Infertility therapy"
"57924","C1293564","PROC","Proximal subtotal pancreatectomy"
"57925","C1285445","DISO","Substance-induced sleep disorder"
"57926","C0718861","CHEM","Belladonna-Phenobarbital"
"57927","C3254093","CHEM","dioxotechnetium"
"57928","C2067328","PROC","treatment of hip"
"57929","C0978369","CHEM","MEDERMA GEL,TOP"
"57930","C2221318","DISO","Dry skin face"
"57931","C2145394","PROC","transfusion stem cell infusion"
"57932","Other lab:1200034103","Other lab","echinocytes (burr cells)"
"57933","C1456225","DISO","Moderate atrophy of the maxilla"
"57934","C1275718","DISO","Granulomatous rosacea"
"57935","C0722742","CHEM","Prednisol"
"57936","C2919102","DISO","Encounter due to promiscuity"
"57937","C2349634","DISO","Pressure ulcer stage I"
"57938","C2081756","DISO","plaque on back"
"57939","C0939679","CHEM","Axert"
"57940","C2183676","DISO","diminished carotid pulses"
"57941","C2710874","CHEM","Tapentadol hydrochloride"
"57942","C2231187","DISO","fracture of right hip"
"57943","C2116675","DISO","deep incision"
"57944","C3179137","PHEN","Food Storage"
"57945","C2136027","DISO","doing martial arts"
"57946","C2129453","DISO","midline lower back pain"
"57947","C2192358","PROC","application of heat using electric blanket"
"57948","C2348258","CHEM","Dietary Boron"
"57949","C1572084","CHEM","BOSWELLIA SERRATA CAP/TAB"
"57950","C0722957","CHEM","Quibron"
"57951","C0679657","PROC","Cognitive Techniques"
"57952","C0939798","CHEM","Symphytum uplandicum leaf extract"
"57953","C2221199","DISO","multiple vesicles"
"57954","C2123411","PROC","prosthetic right knee"
"57955","C0582945","PROC","CT of aorta"
"57956","C2977967","DISO","Colonies counted"
"57957","C2242587","DISO","Trapped lung"
"57958","C2080797","PROC","Assistive technology assessment"
"57959","C0080159","DISO","Vesicular Skin Diseases"
"57960","C0671664","CHEM","tumor protein D52"
"57961","C0879489","PROC","Enzyme Inhibitor Therapy"
"57962","C1875757","CHEM","SKIN BOND"
"57963","C2747850","PROC","Amniotic membrane graft"
"57964","C0604399","CHEM","cationite KMT"
"57965","C2032937","DISO","palpation of thoracic spine"
"57966","C1827049","DISO","Chronic peripheral venous hypertension"
"57967","C2675043","DISO","Limited social interactions"
"57968","C1328618","DISO","Agraphesthesia"
"57969","C2717875","CHEM","Prebiotics"
"57970","C1720795","DISO","Acute Bacterial Prostatitis"
"57971","C0718833","CHEM","Bayer Select"
"57972","C1842225","DISO","Joint limitations"
"57973","C2197260","DISO","mucogingival defect"
"57974","C2981266","CHEM","Pendant Dosage Form"
"57975","C1325840","ACTI","behavioral response to pain"
"57976","C1277178","DISO","Statin not indicated"
"57977","C2740600","CHEM","blueberry allergenic extract"
"57978","C1096542","DISO","Exposure to poison ivy"
"57979","C2073279","DISO","duration of chest pain"
"57980","C1743593","CHEM","Omnaris"
"57981","C1968817","DISO","Abnormal toenails"
"57982","C2940579","CHEM","Pradaxa"
"57983","C1845017","DISO","Mild obstructive lung disease"
"57984","C1257952","CHEM","Cullin Proteins"
"57985","C2237946","PROC","psychometric depression scale Beck"
"57986","C2123581","PROC","urine tests transtubular potassium gradient (lab test)"
"57987","C2220007","DISO","numbness of left shoulder"
"57988","C1385257","DISO","Hematoma of face"
"57989","C2241157","CHEM","Theophylline ER"
"57990","C1873940","CHEM","Acetaminophen / Aspirin"
"57991","C2164692","DISO","deformities of both feet"
"57992","C2230500","DISO","flexion of thoracolumbar spine"
"57993","C2162391","DISO","ulcer of buttock"
"57994","C2236911","PROC","nasal fiberoptic examination scope introduced into"
"57995","C2237598","DISO","bilateral facial weakness"
"57996","C2075224","DISO","circumferentiality"
"57997","C1875628","CHEM","PEDIFOAM"
"57998","C1709668","DISO","Primary Site Unknown"
"57999","C2702831","DISO","Internal derangement of right knee"
"58000","Other lab:1200012695","Other lab","neut#"
"58001","C1848821","DISO","Focal neurologic signs"
"58002","C1161225","PROC","Dressing change education"
"58003","C1846818","DISO","Elevated creatine kinase"
"58004","C2226601","DISO","circular nodule"
"58005","C1955421","PROC","Complement Fixation (method)"
"58006","C1837498","DISO","Decreased taste sensation"
"58007","C2700190","DISO","Fitzpatrick Skin Type VI"
"58008","C2355579","DISO","Systematized delusion"
"58009","C1959634","CHEM","Extra Strength Acetaminophen"
"58010","C0558294","ACTI","Submissive behavior"
"58011","C2702169","CHEM","Stelara"
"58012","C2937222","DISO","Chronic ulcerative proctitis"
"58013","C2910398","DISO","Vomiting without nausea"
"58014","Other lab:1200139041","Other lab","barbiturates"
"58015","C3149699","DISO","Enlarged pancreatic head"
"58016","C2683550","CHEM","insulin NPH human semi-synthetic 100 unit/mL SUBCUT CARTRIDGE (ML)"
"58017","C1837760","DISO","Prominent eyes"
"58018","C2029234","DISO","harassment at work"
"58019","C2900450","DISO","Other Creutzfeldt-Jakob disease"
"58020","C1998366","DISO","Cocaine misuse"
"58021","C2954623","CHEM","Nuedexta"
"58022","C0744641","DISO","Intermittent migraine headaches"
"58023","C1854822","DISO","Clear corneas"
"58024","C1960636","DISO","Dysglycemia"
"58025","C0948911","DISO","Malignant neoplasm of middle lobe"
"58026","C2963154","DISO","Prosthetic Limbs"
"58027","C2136648","DISO","reported friction burn (history)"
"58028","C2126063","DISO","Exophthalmos, bilateral"
"58029","C2117261","DISO","toe x-ray: deformity first metatarsal shaft metatarsus primus elevatus"
"58030","C0722700","CHEM","Polycitra LC"
"58031","C2985394","PROC","3 Tesla Magnetic Resonance Imaging"
"58032","C1997194","DISO","Complication of urinary catheter"
"58033","C0349565","DISO","Lipoma of breast"
"58034","C0850717","DISO","eye tic"
"58035","C0721129","CHEM","Iso-Acetazone"
"58036","C2957412","PROC","maintain good oral hygiene"
"58037","C2237142","DISO","Moderate global developmental delay"
"58038","C2196471","DISO","external rotation of both hips"
"58039","C2188920","DISO","uterus midline"
"58040","C1843367","DISO","Poor school performance"
"58041","C0543447","CHEM","Acebutolol Hydrochloride"
"58042","C2833828","DISO","Unspecified infectious disease"
"58043","C1740866","CHEM","Humira Pen"
"58044","C2698029","PROC","Mature Plasma Cell Count"
"58045","C2718051","PHEN","Climate Change"
"58046","C2011918","DISO","gingival line"
"58047","C1588425","CHEM","Carbocaine with Neo-Cobefrin"
"58048","C0805949","DISO","Dx confirmed by"
"58049","C0576137","DISO","Infrapatellar tenderness"
"58050","C2236411","PROC","anticoagulant management"
"58051","C2064970","PROC","pilonidal cyst resection"
"58052","C0192146","PROC","Excision of lingual frenum"
"58053","C2008416","PROC","cardiac catheterization placement of stent #2"
"58054","C1866740","DISO","SPLIT-HAND WITH CONGENITAL NYSTAGMUS, FUNDAL CHANGES, AND CATARACTS"
"58055","C2887521","DISO","Dental caries on pit and fissure surface"
"58056","Other lab:1200138549","Other lab","eddp lcms"
"58057","C2585653","DISO","Persistent atrial fibrillation"
"58058","C0701846","DISO","Carneous mole"
"58059","C2874625","DISO","Other stimulant abuse"
"58060","C2347036","CHEM","black walnut allergenic extract"
"58061","C2349873","DISO","Encounter due to acquired absence of breast and nipple"
"58062","C1170210","CHEM","Dermazinc"
"58063","C2827950","PROC","Previous and Current Therapy"
"58064","C2032332","DISO","pain in temporomandibular joints on both sides"
"58065","C2911482","DISO","Personal history of military deployment"
"58066","C2219946","DISO","sleep terrors with poor dream recall"
"58067","C1735595","DISO","Nail bed injury"
"58068","C0871273","PHYS","role conflicts"
"58069","C0556203","DISO","Beef intake"
"58070","C0982301","CHEM","OLEO"
"58071","C0873027","CHEM","Eyebright preparation"
"58072","C2363828","DISO","QS pattern"
"58073","C1612488","CHEM","Xibrom"
"58074","C3251816","DISO","Thoracic aortic aneurysm without rupture"
"58075","C2707304","DISO","Other health conditions"
"58076","C1956131","DISO","Lymphoma, Follicular, Grade 3"
"58077","C1711138","DISO","pT4b Stage Finding"
"58078","C0740139","CHEM","Furacin"
"58079","Other lab:1000137923","Other lab","calcium*ci"
"58080","C1998419","DISO","History of total hysterectomy"
"58081","C0730055","DISO","Full thickness macular hole stage III"
"58082","C3241966","DISO","Current Smoker"
"58083","C2698712","CHEM","Pap H"
"58084","C2367292","DISO","inadequate carbohydrate intake"
"58085","C2370914","PHYS","Experience of self"
"58086","C2729488","PROC","dual-energy x-ray absorptiometry bone density study"
"58087","C0691696","CHEM","Phenylephrine 10 MG/ML Nasal Spray"
"58088","C1875668","CHEM","POISON IVY/POISON OAK/POISON SUMAC"
"58089","C0559575","DISO","Spicy food intake"
"58090","C1979933","DISO","Motile"
"58091","C1876859","CHEM","HYDROXYTRYPTOPHAN CAP/TAB"
"58092","C2108381","DISO","itching between toes"
"58093","C1836598","DISO","Incomplete penetrance"
"58094","C2070234","DISO","strength of both upper extremities"
"58095","C2196469","DISO","external rotation of right hip"
"58096","C2584620","DISO","Thrombophilia, hereditary"
"58097","C1998031","PROC","Primary repair of umbilical hernia"
"58098","C0742993","DISO","decubitus ulcer grade"
"58099","C2229620","PROC","serum complement C4"
"58100","C1850969","DISO","Hypoplastic frontal sinuses"
"58101","C1706373","CHEM","Adenosinetriphosphatase"
"58102","C1997689","DISO","Arthropathy of elbow"
"58103","C1449587","DISO","Nipple Piercing"
"58104","C0426331","DISO","Penis size"
"58105","C2037146","DISO","sudden onset of chills"
"58106","C3241936","DISO","Non-cardiogenic pulmonary edema"
"58107","Other lab:1200094637","Other lab","peroxidase/oxidants, urine"
"58108","C2608256","CHEM","Ibuprofen PM"
"58109","C1334015","DISO","High Grade Intraepithelial Neoplasia"
"58110","C0406767","DISO","Keratoderma with scleroatrophy of the extremities"
"58111","C2919133","DISO","Ejaculatory dysfunction"
"58112","C2220126","DISO","small lump under skin"
"58113","C0260926","DISO","Encounter due to screening for malnutrition"
"58114","C2342892","CHEM","Menthol / Zinc Oxide"
"58115","C2963165","PHEN","Gun Safety"
"58116","C2366913","PROC","condition evaluation"
"58117","C1814330","CHEM","HYDROXYCITRIC ACID (GARCINIA CAMBOGA) CAP/TAB"
"58118","C2089745","DISO","yellow crust"
"58119","C1389941","DISO","Flaccid neurogenic bladder"
"58120","C2203659","DISO","yellow toenail"
"58121","C1659051","CHEM","Folbic"
"58122","C2370065","CHEM","Renate"
"58123","C2929521","CHEM","potassium nitrate / Sodium Fluoride"
"58124","C2062966","DISO","post abdominal surgery"
"58125","C0580320","DISO","At risk of heart disease"
"58126","C1658067","CHEM","Avandaryl"
"58127","C1699777","CHEM","NyQuil Cold/Flu Relief"
"58128","C1862103","DISO","Brachydactyly type C"
"58129","C2368364","DISO","amount of daily water intake"
"58130","C0719196","CHEM","Cefol"
"58131","C2077443","DISO","intention tremor bilaterally"
"58132","C1857592","DISO","Dark brown discoloration"
"58133","C1710389","DISO","Thinning of Tissue"
"58134","Other lab:1200138557","Other lab","meperidine lcms"
"58135","C0853195","DISO","Viral Laryngitis"
"58136","C0673827","CHEM","Essiac"
"58137","C2347361","DISO","Non-Specific ST-T Changes by ECG Finding"
"58138","C2048701","PROC","Incision of ankle"
"58139","C1168331","DISO","Apical myocardial infarction"
"58140","C2070177","PROC","examination of motor strength of arm"
"58141","C0438257","DISO","Blood chemistry normal"
"58142","C2347303","DISO","Multiple Myeloma-IgG"
"58143","C1601991","CHEM","Flex-10"
"58144","C1843368","DISO","Perseverative behavior"
"58145","C2732417","DISO","Multiple environmental allergies (disorder)"
"58146","C1297929","DISO","Atypical hyperplasia of breast"
"58147","C2047793","DISO","Hypopigmented macule"
"58148","C2103551","DISO","Bilateral mastoiditis"
"58149","C2230145","DISO","brawny induration of skin"
"58150","C0848830","DISO","musculoskeletal sprain"
"58151","C0664123","CHEM","Receptors, Tumor Necrosis Factor, Member 10b"
"58152","C1277300","DISO","Child in need"
"58153","C2102063","PROC","x-ray of both hips"
"58154","C2024890","DISO","Exercise tolerance increased"
"58155","C2062905","DISO","left main coronary artery stenosis"
"58156","C1739409","DISO","Chronic edema of legs"
